"X","Date","Team","Team.Location","Team.Score","Opponent","Opponent.Score","Team.Result"
4609,"1/1/16","Western Illinois","Away",80,"Nebraska-Omaha",82,"Loss"
4610,"1/1/16","University of California","Home",79,"Colorado",65,"Win"
4611,"1/1/16","Colorado","Away",65,"University of California",79,"Loss"
4612,"1/1/16","IUPUI","Away",77,"South Dakota",66,"Win"
4613,"1/1/16","South Dakota State","Home",68,"Denver",59,"Win"
4614,"1/1/16","Stanford","Home",70,"Utah",68,"Win"
4615,"1/1/16","South Dakota","Home",66,"IUPUI",77,"Loss"
4616,"1/1/16","Denver","Away",59,"South Dakota State",68,"Loss"
4617,"1/2/16","Purdue","Home",63,"Iowa",70,"Loss"
4618,"1/2/16","Iona","Away",78,"Quinnipiac",66,"Win"
4619,"1/2/16","St. John's (NY)","Away",65,"Providence",83,"Loss"
4620,"1/2/16","Iowa","Away",70,"Purdue",63,"Win"
4621,"1/2/16","Saint Louis","Away",57,"Rhode Island",85,"Loss"
4622,"1/2/16","Richmond","Home",73,"Saint Joseph's",77,"Loss"
4623,"1/2/16","Quinnipiac","Home",66,"Iona",78,"Loss"
4624,"1/2/16","Rhode Island","Home",85,"Saint Louis",57,"Win"
4625,"1/2/16","Providence","Home",83,"St. John's (NY)",65,"Win"
4626,"1/2/16","Maryland-Eastern Shore","Away",58,"Pittsburgh",92,"Loss"
4627,"1/2/16","Pittsburgh","Home",92,"Maryland-Eastern Shore",58,"Win"
4628,"1/2/16","Loyola Marymount","Away",65,"Pepperdine",68,"Loss"
4629,"1/2/16","Pepperdine","Home",68,"Loyola Marymount",65,"Win"
4630,"1/2/16","Alcorn State","Away",73,"Prairie View",70,"Win"
4631,"1/2/16","Prairie View","Home",70,"Alcorn State",73,"Loss"
4632,"1/2/16","Portland State","Home",76,"Sacramento State",68,"Win"
4633,"1/2/16","Sacramento State","Away",68,"Portland State",76,"Loss"
4634,"1/2/16","Saint Joseph's","Away",77,"Richmond",73,"Win"
4635,"1/2/16","Seton Hall","Home",78,"DePaul",74,"Win"
4636,"1/2/16","Niagara","Away",63,"Siena",75,"Loss"
4637,"1/2/16","Santa Clara","Home",84,"Portland",77,"Win"
4638,"1/2/16","DePaul","Away",74,"Seton Hall",78,"Loss"
4639,"1/2/16","South Alabama","Home",67,"Arkansas State",89,"Loss"
4640,"1/2/16","Memphis","Away",76,"South Carolina",86,"Loss"
4641,"1/2/16","Siena","Home",75,"Niagara",63,"Win"
4642,"1/2/16","Arkansas State","Away",89,"South Alabama",67,"Win"
4643,"1/2/16","Portland","Away",77,"Santa Clara",84,"Loss"
4644,"1/2/16","Saint Francis (PA)","Home",73,"Wagner",65,"Win"
4645,"1/2/16","Wagner","Away",65,"Saint Francis (PA)",73,"Loss"
4646,"1/2/16","Robert Morris","Home",65,"Sacred Heart",69,"Loss"
4647,"1/2/16","Sacred Heart","Away",69,"Robert Morris",65,"Win"
4648,"1/2/16","Gonzaga","Away",102,"San Francisco",94,"Win"
4649,"1/2/16","San Francisco","Home",94,"Gonzaga",102,"Loss"
4650,"1/2/16","Saint Mary's (CA)","Home",79,"San Diego",46,"Win"
4651,"1/2/16","San Diego","Away",46,"Saint Mary's (CA)",79,"Loss"
4652,"1/2/16","Eastern Washington","Away",71,"North Dakota",79,"Loss"
4653,"1/2/16","North Dakota","Home",79,"Eastern Washington",71,"Win"
4654,"1/2/16","North Carolina-Wilmington","Home",63,"Northeastern",65,"Loss"
4655,"1/2/16","Northeastern","Away",65,"North Carolina-Wilmington",63,"Win"
4656,"1/2/16","Idaho","Away",75,"Northern Colorado",70,"Win"
4657,"1/2/16","Northern Colorado","Home",70,"Idaho",75,"Loss"
4658,"1/2/16","Montana State","Away",74,"Northern Arizona",72,"Win"
4659,"1/2/16","Northern Arizona","Home",72,"Montana State",74,"Loss"
4660,"1/2/16","North Carolina","Home",86,"Georgia Tech",76,"Win"
4661,"1/2/16","Wyoming","Away",68,"Nevada",71,"Loss"
4662,"1/2/16","Lamar","Away",79,"Nicholls State",67,"Win"
4663,"1/2/16","Nebraska","Home",69,"Indiana",79,"Loss"
4664,"1/2/16","Nevada","Home",71,"Wyoming",68,"Win"
4665,"1/2/16","NJIT","Home",86,"Maryland-Baltimore County",83,"Win"
4666,"1/2/16","Georgia Tech","Away",76,"North Carolina",86,"Loss"
4667,"1/2/16","Nicholls State","Home",67,"Lamar",79,"Loss"
4668,"1/2/16","Maryland-Baltimore County","Away",83,"NJIT",86,"Loss"
4669,"1/2/16","Charlotte","Away",65,"Old Dominion",74,"Loss"
4670,"1/2/16","Old Dominion","Home",74,"Charlotte",65,"Win"
4671,"1/2/16","Oklahoma State","Home",69,"Texas Christian",48,"Win"
4672,"1/2/16","Texas Christian","Away",48,"Oklahoma State",69,"Loss"
4673,"1/2/16","Binghamton","Away",45,"Pennsylvania",80,"Loss"
4674,"1/2/16","Pennsylvania","Home",80,"Binghamton",45,"Win"
4675,"1/2/16","Brigham Young","Away",81,"Pacific",67,"Win"
4676,"1/2/16","Pacific","Home",67,"Brigham Young",81,"Loss"
4677,"1/2/16","Oklahoma","Home",87,"Iowa State",83,"Win"
4678,"1/2/16","Northwestern","Home",59,"Maryland",72,"Loss"
4679,"1/2/16","Houston Baptist","Away",99,"Northwestern State",73,"Win"
4680,"1/2/16","Maryland","Away",72,"Northwestern",59,"Win"
4681,"1/2/16","Oakland","Home",86,"Cleveland State",68,"Win"
4682,"1/2/16","Iowa State","Away",83,"Oklahoma",87,"Loss"
4683,"1/2/16","Northwestern State","Home",73,"Houston Baptist",99,"Loss"
4684,"1/2/16","Cleveland State","Away",68,"Oakland",86,"Loss"
4685,"1/2/16","South Carolina","Home",86,"Memphis",76,"Win"
4686,"1/2/16","Illinois-Chicago","Away",47,"Valparaiso",75,"Loss"
4687,"1/2/16","Valparaiso","Home",75,"Illinois-Chicago",47,"Win"
4688,"1/2/16","Notre Dame","Away",66,"Virginia",77,"Loss"
4689,"1/2/16","Virginia","Home",77,"Notre Dame",66,"Win"
4690,"1/2/16","Louisiana State","Away",90,"Vanderbilt",82,"Win"
4691,"1/2/16","Vanderbilt","Home",82,"Louisiana State",90,"Loss"
4692,"1/2/16","Utah State","Home",67,"San Diego State",70,"Loss"
4693,"1/2/16","Towson","Home",58,"Hofstra",90,"Loss"
4694,"1/2/16","Arkansas-Little Rock","Away",67,"Troy",61,"Win"
4695,"1/2/16","Texas Tech","Home",82,"Texas",74,"Win"
4696,"1/2/16","Hofstra","Away",90,"Towson",58,"Win"
4697,"1/2/16","Tulane","Home",67,"Connecticut",75,"Loss"
4698,"1/2/16","San Diego State","Away",70,"Utah State",67,"Win"
4699,"1/2/16","Troy","Home",61,"Arkansas-Little Rock",67,"Loss"
4700,"1/2/16","Connecticut","Away",75,"Tulane",67,"Win"
4701,"1/2/16","George Mason","Away",47,"Virginia Commonwealth",71,"Loss"
4702,"1/2/16","Rutgers","Away",57,"Wisconsin",79,"Loss"
4703,"1/2/16","Wisconsin","Home",79,"Rutgers",57,"Win"
4704,"1/2/16","College of Charleston","Away",70,"William & Mary",78,"Loss"
4705,"1/2/16","William & Mary","Home",78,"College of Charleston",70,"Win"
4706,"1/2/16","Butler","Away",69,"Xavier",88,"Loss"
4707,"1/2/16","Xavier","Home",88,"Butler",69,"Win"
4708,"1/2/16","North Carolina-Greensboro","Away",76,"Wofford",87,"Loss"
4709,"1/2/16","Wofford","Home",87,"North Carolina-Greensboro",76,"Win"
4710,"1/2/16","Western Michigan","Home",76,"Jacksonville",72,"Win"
4711,"1/2/16","Virginia Tech","Home",73,"North Carolina State",68,"Win"
4712,"1/2/16","Idaho State","Away",56,"Weber State",77,"Loss"
4713,"1/2/16","Virginia Commonwealth","Home",71,"George Mason",47,"Win"
4714,"1/2/16","North Carolina State","Away",68,"Virginia Tech",73,"Loss"
4715,"1/2/16","Western Carolina","Home",66,"East Tennessee State",82,"Loss"
4716,"1/2/16","Jacksonville","Away",72,"Western Michigan",76,"Loss"
4717,"1/2/16","Weber State","Home",77,"Idaho State",56,"Win"
4718,"1/2/16","East Tennessee State","Away",82,"Western Carolina",66,"Win"
4719,"1/2/16","St. Bonaventure","Home",97,"Davidson",85,"Win"
4720,"1/2/16","McNeese State","Away",57,"Stephen F. Austin",86,"Loss"
4721,"1/2/16","Southern Utah","Home",66,"Montana",83,"Loss"
4722,"1/2/16","Davidson","Away",85,"St. Bonaventure",97,"Loss"
4723,"1/2/16","Columbia","Away",60,"Stony Brook",69,"Loss"
4724,"1/2/16","Stephen F. Austin","Home",86,"McNeese State",57,"Win"
4725,"1/2/16","Montana","Away",83,"Southern Utah",66,"Win"
4726,"1/2/16","Southeast Missouri State","Home",66,"Tennessee State",72,"Loss"
4727,"1/2/16","Tennessee State","Away",72,"Southeast Missouri State",66,"Win"
4728,"1/2/16","Missouri-Kansas City","Away",68,"South Carolina Upstate",70,"Loss"
4729,"1/2/16","South Carolina Upstate","Home",70,"Missouri-Kansas City",68,"Win"
4730,"1/2/16","South Florida","Away",58,"Southern Methodist",72,"Loss"
4731,"1/2/16","Southern Methodist","Home",72,"South Florida",58,"Win"
4732,"1/2/16","Northern Iowa","Away",73,"Southern Illinois",75,"Loss"
4733,"1/2/16","Southern Illinois","Home",75,"Northern Iowa",73,"Win"
4734,"1/2/16","Stony Brook","Home",69,"Columbia",60,"Win"
4735,"1/2/16","Southern","Away",66,"Texas Southern",88,"Loss"
4736,"1/2/16","Texas-Arlington","Home",92,"Georgia Southern",72,"Win"
4737,"1/2/16","Texas State","Home",46,"Georgia State",58,"Loss"
4738,"1/2/16","Texas","Away",74,"Texas Tech",82,"Loss"
4739,"1/2/16","Texas Southern","Home",88,"Southern",66,"Win"
4740,"1/2/16","Georgia State","Away",58,"Texas State",46,"Win"
4741,"1/2/16","Georgia Southern","Away",72,"Texas-Arlington",92,"Loss"
4742,"1/2/16","Houston","Away",77,"Temple",50,"Win"
4743,"1/2/16","Temple","Home",50,"Houston",77,"Loss"
4744,"1/2/16","Arkansas","Away",69,"Texas A&M",92,"Loss"
4745,"1/2/16","Texas A&M","Home",92,"Arkansas",69,"Win"
4746,"1/2/16","Southern Illinois-Edwardsville","Away",63,"Tennessee Tech",86,"Loss"
4747,"1/2/16","Tennessee Tech","Home",86,"Southern Illinois-Edwardsville",63,"Win"
4748,"1/2/16","Albany (NY)","Away",75,"Cornell",70,"Win"
4749,"1/2/16","Cornell","Home",70,"Albany (NY)",75,"Loss"
4750,"1/2/16","Coastal Carolina","Home",82,"Winthrop",63,"Win"
4751,"1/2/16","Winthrop","Away",63,"Coastal Carolina",82,"Loss"
4752,"1/2/16","Delaware","Home",63,"James Madison",73,"Loss"
4753,"1/2/16","James Madison","Away",73,"Delaware",63,"Win"
4754,"1/2/16","Creighton","Home",71,"Villanova",85,"Loss"
4755,"1/2/16","Villanova","Away",85,"Creighton",71,"Win"
4756,"1/2/16","Florida State","Away",75,"Clemson",84,"Loss"
4757,"1/2/16","High Point","Away",78,"Charleston Southern",73,"Win"
4758,"1/2/16","Cincinnati","Home",76,"Tulsa",57,"Win"
4759,"1/2/16","Central Arkansas","Home",61,"Abilene Christian",62,"Loss"
4760,"1/2/16","Charleston Southern","Home",73,"High Point",78,"Loss"
4761,"1/2/16","Citadel","Home",78,"Chattanooga",84,"Loss"
4762,"1/2/16","Clemson","Home",84,"Florida State",75,"Win"
4763,"1/2/16","Tulsa","Away",57,"Cincinnati",76,"Loss"
4764,"1/2/16","Chattanooga","Away",84,"Citadel",78,"Win"
4765,"1/2/16","Detroit Mercy","Home",96,"Youngstown State",87,"Win"
4766,"1/2/16","Florida","Home",77,"Georgia",63,"Win"
4767,"1/2/16","Georgia","Away",63,"Florida",77,"Loss"
4768,"1/2/16","Fairleigh Dickinson","Home",86,"St. Francis (NY)",77,"Win"
4769,"1/2/16","St. Francis (NY)","Away",77,"Fairleigh Dickinson",86,"Loss"
4770,"1/2/16","Fresno State","Home",62,"New Mexico",77,"Loss"
4771,"1/2/16","New Mexico","Away",77,"Fresno State",62,"Win"
4772,"1/2/16","Elon","Home",83,"Drexel",78,"Win"
4773,"1/2/16","Duquesne","Home",58,"Dayton",66,"Loss"
4774,"1/2/16","Central Florida","Away",71,"East Carolina",68,"Win"
4775,"1/2/16","Youngstown State","Away",87,"Detroit Mercy",96,"Loss"
4776,"1/2/16","Dayton","Away",66,"Duquesne",58,"Win"
4777,"1/2/16","North Florida","Away",82,"Eastern Michigan",77,"Win"
4778,"1/2/16","Drexel","Away",78,"Elon",83,"Loss"
4779,"1/2/16","East Carolina","Home",68,"Central Florida",71,"Loss"
4780,"1/2/16","Eastern Michigan","Home",77,"North Florida",82,"Loss"
4781,"1/2/16","Eastern Kentucky","Away",79,"Austin Peay",70,"Win"
4782,"1/2/16","Boise State","Home",84,"Colorado State",80,"Win"
4783,"1/2/16","Tennessee","Away",77,"Auburn",83,"Loss"
4784,"1/2/16","Austin Peay","Home",70,"Eastern Kentucky",79,"Loss"
4785,"1/2/16","Duke","Away",81,"Boston College",64,"Win"
4786,"1/2/16","Colorado State","Away",80,"Boise State",84,"Loss"
4787,"1/2/16","Boston College","Home",64,"Duke",81,"Loss"
4788,"1/2/16","Auburn","Home",83,"Tennessee",77,"Win"
4789,"1/2/16","Akron","Home",80,"Lipscomb",73,"Win"
4790,"1/2/16","Lipscomb","Away",73,"Akron",80,"Loss"
4791,"1/2/16","Air Force","Home",64,"San Jose State",57,"Win"
4792,"1/2/16","San Jose State","Away",57,"Air Force",64,"Loss"
4793,"1/2/16","Army","Home",76,"Bucknell",84,"Loss"
4794,"1/2/16","Bucknell","Away",84,"Army",76,"Win"
4795,"1/2/16","Alabama","Home",68,"Norfolk State",49,"Win"
4796,"1/2/16","Norfolk State","Away",49,"Alabama",68,"Loss"
4797,"1/2/16","UC-Riverside","Home",48,"Cal State Bakersfield",67,"Loss"
4798,"1/2/16","New Mexico State","Away",52,"UC-Irvine",54,"Loss"
4799,"1/2/16","Cal State Bakersfield","Away",67,"UC-Riverside",48,"Win"
4800,"1/2/16","Presbyterian","Away",70,"Campbell",63,"Win"
4801,"1/2/16","Abilene Christian","Away",62,"Central Arkansas",61,"Win"
4802,"1/2/16","Campbell","Home",63,"Presbyterian",70,"Loss"
4803,"1/2/16","UC-Irvine","Home",54,"New Mexico State",52,"Win"
4804,"1/2/16","Bryant","Home",88,"Central Connecticut State",72,"Win"
4805,"1/2/16","Central Connecticut State","Away",72,"Bryant",88,"Loss"
4806,"1/2/16","Cal State Northridge","Home",88,"Morgan State",74,"Win"
4807,"1/2/16","Morgan State","Away",74,"Cal State Northridge",88,"Loss"
4808,"1/2/16","Furman","Home",85,"Virginia Military Institute",57,"Win"
4809,"1/2/16","Marist","Home",83,"Canisius",92,"Loss"
4810,"1/2/16","Mercer","Home",69,"Samford",50,"Win"
4811,"1/2/16","Manhattan","Home",72,"Fairfield",66,"Win"
4812,"1/2/16","Canisius","Away",92,"Marist",83,"Win"
4813,"1/2/16","Syracuse","Away",51,"Miami (FL)",64,"Loss"
4814,"1/2/16","Miami (OH)","Home",67,"South Carolina State",71,"Loss"
4815,"1/2/16","Samford","Away",50,"Mercer",69,"Loss"
4816,"1/2/16","Miami (FL)","Home",64,"Syracuse",51,"Win"
4817,"1/2/16","Fairfield","Away",66,"Manhattan",72,"Loss"
4818,"1/2/16","Appalachian State","Away",58,"Louisiana-Lafayette",79,"Loss"
4819,"1/2/16","Louisiana-Lafayette","Home",79,"Appalachian State",58,"Win"
4820,"1/2/16","Gardner-Webb","Away",67,"Longwood",66,"Win"
4821,"1/2/16","Longwood","Home",66,"Gardner-Webb",67,"Loss"
4822,"1/2/16","Brown","Away",92,"Maine",98,"Loss"
4823,"1/2/16","Maine","Home",98,"Brown",92,"Win"
4824,"1/2/16","Louisiana Tech","Home",87,"Southern Mississippi",57,"Win"
4825,"1/2/16","Southern Mississippi","Away",57,"Louisiana Tech",87,"Loss"
4826,"1/2/16","South Carolina State","Away",71,"Miami (OH)",67,"Win"
4827,"1/2/16","Mount St. Mary's","Home",79,"Long Island University",63,"Win"
4828,"1/2/16","Morehead State","Away",57,"Murray State",62,"Loss"
4829,"1/2/16","Missouri State","Home",59,"Evansville",76,"Loss"
4830,"1/2/16","Long Island University","Away",63,"Mount St. Mary's",79,"Loss"
4831,"1/2/16","Navy","Home",65,"Holy Cross",60,"Win"
4832,"1/2/16","Indiana","Away",79,"Nebraska",69,"Win"
4833,"1/2/16","Murray State","Home",62,"Morehead State",57,"Win"
4834,"1/2/16","Holy Cross","Away",60,"Navy",65,"Loss"
4835,"1/2/16","Evansville","Away",76,"Missouri State",59,"Win"
4836,"1/2/16","Milwaukee","Home",82,"Wright State",84,"Loss"
4837,"1/2/16","Wright State","Away",84,"Milwaukee",82,"Win"
4838,"1/2/16","Michigan","Home",79,"Penn State",56,"Win"
4839,"1/2/16","Penn State","Away",56,"Michigan",79,"Loss"
4840,"1/2/16","Missouri","Home",81,"Savannah State",50,"Win"
4841,"1/2/16","Savannah State","Away",50,"Missouri",81,"Loss"
4842,"1/2/16","Michigan State","Away",69,"Minnesota",61,"Win"
4843,"1/2/16","Minnesota","Home",61,"Michigan State",69,"Loss"
4844,"1/2/16","Incarnate Word","Home",72,"Sam Houston State",78,"Loss"
4845,"1/2/16","Sam Houston State","Away",78,"Incarnate Word",72,"Win"
4846,"1/2/16","Hawaii","Home",94,"Howard",59,"Win"
4847,"1/2/16","Howard","Away",59,"Hawaii",94,"Loss"
4848,"1/2/16","Indiana State","Home",73,"Loyola (IL)",58,"Win"
4849,"1/2/16","Loyola (IL)","Away",58,"Indiana State",73,"Loss"
4850,"1/2/16","Yale","Away",88,"Hartford",53,"Win"
4851,"1/2/16","Marquette","Away",70,"Georgetown",80,"Loss"
4852,"1/2/16","Alabama A&M","Away",78,"Grambling",81,"Loss"
4853,"1/2/16","Virginia Military Institute","Away",57,"Furman",85,"Loss"
4854,"1/2/16","Georgetown","Home",80,"Marquette",70,"Win"
4855,"1/2/16","Northern Kentucky","Away",70,"Green Bay",86,"Loss"
4856,"1/2/16","Hartford","Home",53,"Yale",88,"Loss"
4857,"1/2/16","Grambling","Home",81,"Alabama A&M",78,"Win"
4858,"1/2/16","Green Bay","Home",86,"Northern Kentucky",70,"Win"
4859,"1/2/16","Alabama State","Away",61,"Jackson State",68,"Loss"
4860,"1/2/16","Lafayette","Home",78,"Loyola (MD)",81,"Loss"
4861,"1/2/16","Loyola (MD)","Away",81,"Lafayette",78,"Win"
4862,"1/2/16","Kentucky","Home",83,"Mississippi",61,"Win"
4863,"1/2/16","Mississippi","Away",61,"Kentucky",83,"Loss"
4864,"1/2/16","Liberty","Home",69,"North Carolina-Asheville",76,"Loss"
4865,"1/2/16","North Carolina-Asheville","Away",76,"Liberty",69,"Win"
4866,"1/2/16","Boston University","Away",73,"Lehigh",81,"Loss"
4867,"1/2/16","Lehigh","Home",81,"Boston University",73,"Win"
4868,"1/2/16","Jacksonville State","Home",64,"Eastern Illinois",75,"Loss"
4869,"1/2/16","Baylor","Away",74,"Kansas",102,"Loss"
4870,"1/2/16","Jackson State","Home",68,"Alabama State",61,"Win"
4871,"1/2/16","Eastern Illinois","Away",75,"Jacksonville State",64,"Win"
4872,"1/2/16","West Virginia","Away",87,"Kansas State",83,"Win"
4873,"1/2/16","Kansas","Home",102,"Baylor",74,"Win"
4874,"1/2/16","Kansas State","Home",83,"West Virginia",87,"Loss"
4875,"1/3/16","Ohio State","Home",75,"Illinois",73,"Win"
4876,"1/3/16","Illinois","Away",73,"Ohio State",75,"Loss"
4877,"1/3/16","North Dakota State","Home",75,"Denver",49,"Win"
4878,"1/3/16","Oregon","Away",57,"Oregon State",70,"Loss"
4879,"1/3/16","South Dakota","Away",94,"Oral Roberts",84,"Win"
4880,"1/3/16","Oral Roberts","Home",84,"South Dakota",94,"Loss"
4881,"1/3/16","Western Kentucky","Away",76,"Marshall",94,"Loss"
4882,"1/3/16","Marshall","Home",94,"Western Kentucky",76,"Win"
4883,"1/3/16","Wake Forest","Away",57,"Louisville",65,"Loss"
4884,"1/3/16","Denver","Away",49,"North Dakota State",75,"Loss"
4885,"1/3/16","Nebraska-Omaha","Home",76,"IUPUI",71,"Win"
4886,"1/3/16","IUPUI","Away",71,"Nebraska-Omaha",76,"Loss"
4887,"1/3/16","Oregon State","Home",70,"Oregon",57,"Win"
4888,"1/3/16","Southern California","Away",85,"Washington",87,"Loss"
4889,"1/3/16","Texas-San Antonio","Home",85,"Rice",80,"Win"
4890,"1/3/16","Rice","Away",80,"Texas-San Antonio",85,"Loss"
4891,"1/3/16","Washington State","Home",85,"UCLA",78,"Win"
4892,"1/3/16","UCLA","Away",78,"Washington State",85,"Loss"
4893,"1/3/16","Washington","Home",87,"Southern California",85,"Win"
4894,"1/3/16","Colorado","Away",56,"Stanford",55,"Win"
4895,"1/3/16","Western Illinois","Away",59,"South Dakota State",63,"Loss"
4896,"1/3/16","South Dakota State","Home",63,"Western Illinois",59,"Win"
4897,"1/3/16","Texas-El Paso","Home",84,"North Texas",75,"Win"
4898,"1/3/16","North Texas","Away",75,"Texas-El Paso",84,"Loss"
4899,"1/3/16","Stanford","Home",55,"Colorado",56,"Loss"
4900,"1/3/16","University of California","Home",71,"Utah",58,"Win"
4901,"1/3/16","Wichita State","Away",85,"Bradley",58,"Win"
4902,"1/3/16","Bradley","Home",58,"Wichita State",85,"Loss"
4903,"1/3/16","Illinois State","Away",67,"Drake",62,"Win"
4904,"1/3/16","Drake","Home",62,"Illinois State",67,"Loss"
4905,"1/3/16","Utah","Away",58,"University of California",71,"Loss"
4906,"1/3/16","American","Home",37,"Colgate",56,"Loss"
4907,"1/3/16","Middle Tennessee","Away",67,"Alabama-Birmingham",78,"Loss"
4908,"1/3/16","Alabama-Birmingham","Home",78,"Middle Tennessee",67,"Win"
4909,"1/3/16","Arizona State","Home",82,"Arizona",94,"Loss"
4910,"1/3/16","Arizona","Away",94,"Arizona State",82,"Win"
4911,"1/3/16","Colgate","Away",56,"American",37,"Win"
4912,"1/3/16","Florida Atlantic","Away",59,"Florida International",76,"Loss"
4913,"1/3/16","Vermont","Away",65,"Harvard",62,"Win"
4914,"1/3/16","Harvard","Home",62,"Vermont",65,"Loss"
4915,"1/3/16","Princeton","Away",89,"Hampton",59,"Win"
4916,"1/3/16","Louisville","Home",65,"Wake Forest",57,"Win"
4917,"1/3/16","Massachusetts","Away",74,"La Salle",67,"Win"
4918,"1/3/16","La Salle","Home",67,"Massachusetts",74,"Loss"
4919,"1/3/16","George Washington","Home",69,"Fordham",63,"Win"
4920,"1/3/16","Fordham","Away",63,"George Washington",69,"Loss"
4921,"1/3/16","Florida International","Home",76,"Florida Atlantic",59,"Win"
4922,"1/3/16","Hampton","Home",59,"Princeton",89,"Loss"
4923,"1/3/16","Grand Canyon","Home",74,"Bethune-Cookman",53,"Win"
4924,"1/3/16","Bethune-Cookman","Away",53,"Grand Canyon",74,"Loss"
4925,"1/4/16","Northwestern State","Home",79,"Sam Houston State",94,"Loss"
4926,"1/4/16","North Carolina Central","Home",68,"East Tennessee State",72,"Loss"
4927,"1/4/16","East Tennessee State","Away",72,"North Carolina Central",68,"Win"
4928,"1/4/16","Sam Houston State","Away",94,"Northwestern State",79,"Win"
4929,"1/4/16","Prairie View","Home",71,"Southern",65,"Win"
4930,"1/4/16","Youngstown State","Away",100,"Oakland",98,"Win"
4931,"1/4/16","Oakland","Home",98,"Youngstown State",100,"Loss"
4932,"1/4/16","St. Francis (NY)","Away",40,"Mount St. Mary's",44,"Loss"
4933,"1/4/16","Arkansas-Pine Bluff","Away",60,"Mississippi Valley State",66,"Loss"
4934,"1/4/16","Northern Kentucky","Away",67,"Milwaukee",76,"Loss"
4935,"1/4/16","Milwaukee","Home",76,"Northern Kentucky",67,"Win"
4936,"1/4/16","Mississippi Valley State","Home",66,"Arkansas-Pine Bluff",60,"Win"
4937,"1/4/16","Mount St. Mary's","Home",44,"St. Francis (NY)",40,"Win"
4938,"1/4/16","Monmouth","Home",81,"Canisius",66,"Win"
4939,"1/4/16","Canisius","Away",66,"Monmouth",81,"Loss"
4940,"1/4/16","West Virginia","Away",95,"Texas Christian",87,"Win"
4941,"1/4/16","Texas Christian","Home",87,"West Virginia",95,"Loss"
4942,"1/4/16","Stephen F. Austin","Away",89,"Southeastern Louisiana",69,"Win"
4943,"1/4/16","Alcorn State","Away",58,"Texas Southern",74,"Loss"
4944,"1/4/16","Virginia Tech","Home",70,"Virginia",68,"Win"
4945,"1/4/16","Virginia","Away",68,"Virginia Tech",70,"Loss"
4946,"1/4/16","Texas Southern","Home",74,"Alcorn State",58,"Win"
4947,"1/4/16","Southeastern Louisiana","Home",69,"Stephen F. Austin",89,"Loss"
4948,"1/4/16","Rider","Away",60,"Quinnipiac",64,"Loss"
4949,"1/4/16","Quinnipiac","Home",64,"Rider",60,"Win"
4950,"1/4/16","Southern","Away",65,"Prairie View",71,"Loss"
4951,"1/4/16","Robert Morris","Home",69,"Wagner",72,"Loss"
4952,"1/4/16","Saint Francis (PA)","Home",84,"Sacred Heart",80,"Win"
4953,"1/4/16","Sacred Heart","Away",80,"Saint Francis (PA)",84,"Loss"
4954,"1/4/16","Wagner","Away",72,"Robert Morris",69,"Win"
4955,"1/4/16","Florida State","Home",90,"North Carolina",106,"Loss"
4956,"1/4/16","Fairleigh Dickinson","Home",80,"Bryant",85,"Loss"
4957,"1/4/16","Bryant","Away",85,"Fairleigh Dickinson",80,"Win"
4958,"1/4/16","North Carolina","Away",106,"Florida State",90,"Win"
4959,"1/4/16","Green Bay","Home",76,"Wright State",68,"Win"
4960,"1/4/16","Grambling","Home",84,"Alabama State",81,"Win"
4961,"1/4/16","Alabama State","Away",81,"Grambling",84,"Loss"
4962,"1/4/16","Fairfield","Home",97,"Dartmouth",85,"Win"
4963,"1/4/16","Long Island University","Away",76,"Central Connecticut State",67,"Win"
4964,"1/4/16","Central Connecticut State","Home",67,"Long Island University",76,"Loss"
4965,"1/4/16","Dartmouth","Away",85,"Fairfield",97,"Loss"
4966,"1/4/16","Detroit Mercy","Home",88,"Cleveland State",80,"Win"
4967,"1/4/16","Cleveland State","Away",80,"Detroit Mercy",88,"Loss"
4968,"1/4/16","New Orleans","Away",68,"Lamar",64,"Win"
4969,"1/4/16","Lamar","Home",64,"New Orleans",68,"Loss"
4970,"1/4/16","Manhattan","Home",92,"Siena",87,"Win"
4971,"1/4/16","Saint Peter's","Away",68,"Marist",60,"Win"
4972,"1/4/16","Marist","Home",60,"Saint Peter's",68,"Loss"
4973,"1/4/16","Siena","Away",87,"Manhattan",92,"Loss"
4974,"1/4/16","Niagara","Away",52,"Iona",65,"Loss"
4975,"1/4/16","Iona","Home",65,"Niagara",52,"Win"
4976,"1/4/16","Wright State","Away",68,"Green Bay",76,"Loss"
4977,"1/4/16","Alabama A&M","Away",66,"Jackson State",67,"Loss"
4978,"1/4/16","Oklahoma","Away",106,"Kansas",109,"Loss"
4979,"1/4/16","Kansas","Home",109,"Oklahoma",106,"Win"
4980,"1/4/16","Jackson State","Home",67,"Alabama A&M",66,"Win"
4981,"1/5/16","Rhode Island","Home",77,"Richmond",65,"Win"
4982,"1/5/16","Richmond","Away",65,"Rhode Island",77,"Loss"
4983,"1/5/16","Marquette","Away",65,"Providence",64,"Win"
4984,"1/5/16","Providence","Home",64,"Marquette",65,"Loss"
4985,"1/5/16","Citadel","Away",74,"Samford",94,"Loss"
4986,"1/5/16","Samford","Home",94,"Citadel",74,"Win"
4987,"1/5/16","Saint Joseph's","Home",82,"Virginia Commonwealth",85,"Loss"
4988,"1/5/16","Virginia Commonwealth","Away",85,"Saint Joseph's",82,"Win"
4989,"1/5/16","Norfolk State","Home",74,"Princeton",83,"Loss"
